NUDOSS,NULIGN,SOCDOS,PGPDOS,CODLAN,CODCON,ANNEES,IDZYES,DATDEB,DATFIN,DEBACQ,FINACQ,ACQUIA,REPPRE,REPECR,REPSUI,PAYESS,DRTPRI,RESTAN,AJUST1,MOTIF1,AJUST2,MOTIF2,AJUST3,MOTIF3,AJUST4,MOTIF4,DTUPD1,MOTIR1,AMREP1,CPTCR1,DTUPD2,MOTIR2,AMREP2,CPTCR2,DTUPD3,MOTIR3,AMREP3,CPTCR3,AMREPT,POSBUL,IDGPRG,SOCCLE,MATRIC,NUDOSP,IDSITU,PERPAI,USAGEP,NUMTRT,NUMBUL,TIMEST,HHPRIS,JJREEL,HHREEL,HHREST,HHACQU,JJRELI,HHRELI,JFRACT,HFRACT,MODELR,REPELR,LIBELL
452,452,2UqjHl89C1D0geE4Us,452,L4ve6uAabazKTlI92T,4QFkK8MDmOxsrTaTjy,10/22/2021,452,7/13/2021,8/25/2021,5/4/2022,1/26/2022,452,452,452,452,452,452,452,452,"",452,FOoPIml6nnou3N3QK1,452,L1sqxbs1S9G25z0iFK,452,eyBLUHIR255CHKlHcW,2/27/2022,AC7vruwwAVLbmUqUiZ,452,YHItE4VU6KbvhhlRxO,10/31/2021,jSkHCNcxUKKWcrfa9s,452,YsUWOxA9A32nzRcIn7,12/22/2021,65iEOLsXTVZEFG88uZ,452,6aiCdUKrvgDFPHcOL3,452,"",452,"","",452,nkE5RiW6Kf0nUFQmmi,OKp5tYji21hnZS1LD3,ODrqNDMI8elZWfffjG,8vZDpfQ5Ukk1C9qAJX,uNfLRkf32kZIXLWjCG,8/17/2021,452,452,452,452,452,452,452,452,452,"","",""
453,453,SiGreh2Vksvj3kDOqz,453,lHm2UL5jtS7rXGuxu1,anJ1xX73N4mUG8250C,10/23/2021,453,12/15/2021,5/11/2022,11/1/2021,1/14/2022,453,453,453,453,453,453,453,453,"",453,OqcF9AfGymPsSZUaa9,453,Y3OVpPJnhwl3shcKGy,453,lqRCryb65hwGYtZTAM,1/14/2022,TVhcDmeIpsHQCwl9RM,453,Qn68hazChhWy69K9gB,6/7/2022,EEek5iPX8BbFl4pDt3,453,ANyfJzPxsoU6yblX7W,5/3/2022,ytr3nidr0G4ZQch63z,453,Fr751BypF2GILSBKG8,453,"",453,"","",453,V4rao390rf1nvBguUG,kC6W1Jq6cuwnNInWGz,4ziTmYqEfP4D23a57i,ie2HMUYtuFfvkHhPLx,EFkPb1W7OxWsIlqcJl,1/15/2022,453,453,453,453,453,453,453,453,453,"","",""
454,454,MgsRTuSQVPAEp448A5,454,OuiAjXKkzAKomdcTAL,L37FGan4CVz1beyocj,5/15/2022,454,10/26/2021,9/16/2021,10/10/2021,3/24/2022,454,454,454,454,454,454,454,454,"",454,LT1SSExXVKt40DivuP,454,gQZexhAOSsQLnSh6p4,454,ArSaWCLG8eEdN6Rvdk,9/2/2021,QqlDIn7OOl4GEP6TD8,454,LKZmmJLDnr6eK9iuhn,12/9/2021,H3b30XywJsvd2abUG0,454,TOIbJboXN3CIUfmFA3,5/30/2022,XdJSQoFB25rYEgMbJr,454,Aa6av94LtrzJYTFcMt,454,"",454,"","",454,ipRS87uQ7r34ELEitj,MB2kG35xz9abIonnlQ,ijAEkuj3VvLEEuGQs0,dy7MLCKMRz26yhR3SQ,OFD8IKnyk5FFLbEW2D,9/18/2021,454,454,454,454,454,454,454,454,454,"","",""
455,455,5SKUK9OT54m6IVJC6X,455,gyd6wdTK1BCy055AGV,PN0hpQt7xSbNuLPM0X,10/17/2021,455,5/1/2022,10/14/2021,11/15/2021,4/19/2022,455,455,455,455,455,455,455,455,"",455,Obt5BiQksLP3RUaarW,455,kJjj4j5f5Qe1qPaIAf,455,dxIlnIW5oqsVfaB8pj,10/6/2021,dxRSvbVqZryOS37jwQ,455,uKrMn7uoxEyF56XtA8,7/16/2021,Np60MrhO8hFgZedBY7,455,EQEBGK2J4zfh3zv8Oc,11/30/2021,3rnFfgP4bGqZYJG6tA,455,zyFjsjfGiOp7mm19Ho,455,"",455,"","",455,pJFcbqYxzUEaTcnOyi,EEqhNzVN50Q9T3GPKG,V65qwweTYQ9moojsbY,6rKgdNXepW0VFoiY17,Izxmpdrlas0XZeSS83,2/20/2022,455,455,455,455,455,455,455,455,455,"","",""
456,456,XuE4IIFXX2U32C7fnH,456,vem05sFVWsizcFtlPK,qQ5ugZh8sjEfmVepxe,10/16/2021,456,11/3/2021,9/25/2021,1/8/2022,6/15/2022,456,456,456,456,456,456,456,456,"",456,E2Jtc2NwdOlf5nio0R,456,3WAqSWLP6prAxP01aX,456,oX6JYQfgBRfKbn4P6F,3/26/2022,n4sqC5yBS2XgfKzcIl,456,blfpyTJDmBtSPXd9x1,2/18/2022,Rsk6mfD8SoCauhdZNH,456,bOQkXFlO9ZwYlGuagp,6/14/2022,PNzgxFnOKHK8cZz67X,456,gNpuNdIlmxGpBn3yal,456,"",456,"","",456,tdGcCwN4RV9PpXQQPC,3OQscCZNBRKzc9OQGR,sJxn4fVNnm1H9d1Be4,OuPSEwHpH4TdU2PiXu,AOxv8LReG6xvUcMAlC,8/17/2021,456,456,456,456,456,456,456,456,456,"","",""
457,457,E3fN1TysRjG7IuUx79,457,vRSlEGcHctDdPXK3Ar,GPrEfBLToPlPsUAVrS,7/28/2021,457,11/27/2021,2/7/2022,4/23/2022,5/7/2022,457,457,457,457,457,457,457,457,"",457,nD6cROcmRPZsOSOie2,457,MJwWOvT3AMAHsYsM4z,457,7OaIxIGZ5jjonzsLhq,4/19/2022,nNPTKLr90pUHm5l6Va,457,kVQG1BUyNnJwwqjkgW,9/21/2021,WadIYGXamMuDcLeNNX,457,kLjhIbe5HvSBwJo8Rr,11/27/2021,mMPczzbMJOGC1SXNFw,457,sqxfNTsm2poMPO7sjq,457,"",457,"","",457,GwVwg1s5PgBo4OxQld,915Qq4d0tbSLUHIeEu,yST6eq7eRmWJZ2SJht,vh9YFt0XVgsClF69l1,gZPxPI9LuLEQnOA3Bo,8/7/2021,457,457,457,457,457,457,457,457,457,"","",""
458,458,grB6Ow8nRHub2eUVrJ,458,Bw1ZBvCcGviNkF6Gkx,taBymoMKy7RKKGNkdh,6/17/2022,458,11/28/2021,4/20/2022,7/24/2021,4/21/2022,458,458,458,458,458,458,458,458,"",458,cDh2iq0f8iRFa6VcmX,458,RB4kf5UGAFyObZholq,458,Y133kcHqRUWYn1RuLK,6/18/2022,ZfP4ZgwcwVkX5usbxB,458,xYSHbfj6yChMRnbyQ6,10/29/2021,kMIrzGN2H21Bz0RyUS,458,fuT25ep7Ye7NpGXSvk,7/11/2021,HJ7k9IbKd3idmonFaW,458,vhZadbcYL92JGwMBAy,458,"",458,"","",458,XSSvPFq4VEy3bttXpS,SzMNEBrJspkP4zwpHF,Ry29PoOxLq4N7571d8,7ntuJRpPfH1NolY7pe,zZx8d86FMXaYf4tVoZ,5/10/2022,458,458,458,458,458,458,458,458,458,"","",""
459,459,C9CZIeClbsU5qUMIHM,459,9wwerNtf5LUGtWFpzW,ODY6q3WLJhXb7IaRp9,11/15/2021,459,3/19/2022,9/21/2021,9/17/2021,5/27/2022,459,459,459,459,459,459,459,459,"",459,dWBKhhLV9HIQPuklXS,459,ILglI3tLE4ZKrOTyvB,459,mYVVr9FHdIu6oghzQg,11/26/2021,GH6UCz6nUPdypor06j,459,IO0PQ6pFLhJTfV7HdB,10/24/2021,lp0HOUzO7euuvQJam0,459,FtMhFYqt9HQjLEn7Al,12/1/2021,1quvACZ0yWd9w7R922,459,30KbT7Fh4eDsnM31PI,459,"",459,"","",459,5vg1pJpweFEfhu9oWS,1jY2DF244KYeegjuge,gLeSXoQzc4NXQz1MWV,UzAbonoMMYh5qdygMz,ie1a0LiNayjkbIve3g,12/17/2021,459,459,459,459,459,459,459,459,459,"","",""
460,460,w4ewv1qONu4QBXBgwq,460,kgPLnDHZrfOVs9vWp5,R5LMj4q8KT9O9TNNOT,1/14/2022,460,12/15/2021,9/1/2021,1/6/2022,9/25/2021,460,460,460,460,460,460,460,460,"",460,MeN7HhideDdv8T0yp0,460,KZNro8d3jsM4mXQeCn,460,ZT72arR6Q2n4EAIyAj,2/14/2022,R39RNJUNnpYPkJM8EK,460,PVskKGBS47sDlNpxAF,11/27/2021,HhCXCqbt69q59XtQIf,460,VBUtKee5RnXbKNudP2,11/12/2021,RKDTc898iuEz0OcUUh,460,a5ZT2BWCtQoGtoPvV0,460,"",460,"","",460,6rkJAxwkc5YbAoB38b,4jAc5ZMmDjHwa1D3mi,9G07K8uLpUlEVXLy0M,EsW9Ql59qEb8Sdp3KG,hb84HNwZzNy4MLr28C,11/4/2021,460,460,460,460,460,460,460,460,460,"","",""
461,461,DQpJjTlclD6c5FgfO4,461,pi9tVPAb2Q6rnDboaG,hemUzUT7CtkaDfsRpd,7/16/2021,461,12/16/2021,8/14/2021,8/20/2021,4/14/2022,461,461,461,461,461,461,461,461,"",461,B9CTmFlQceewWsOIp5,461,CfUOguAfZpG6xhs1ze,461,AWECAYxq0aU277ll1Q,5/28/2022,3vVIHXxS2LV47wNBLg,461,iELVlgXLEudpmMAByE,8/2/2021,k43cS1Cv6GEfmlNQuS,461,tvBs7Je1a4YlEIWI7R,12/14/2021,R0G7yN0c0fPUIFFqGc,461,m1CNSWv1T2YWZBwPDE,461,"",461,"","",461,7YseJDT8GtH5MGGf4N,RW3IMeY5P89klIhCrT,VLcAFVXkS4DwiCUXlH,0MWBkTucIpYUvc8ROa,xieD7DS1UEhkbxUVpe,8/16/2021,461,461,461,461,461,461,461,461,461,"","",""
462,462,jGzy7vcU5uJdylDi5K,462,5Lnydj51a7kxFv94E6,OzXpnB74dExiRRvFG5,1/31/2022,462,11/4/2021,4/21/2022,3/24/2022,5/5/2022,462,462,462,462,462,462,462,462,"",462,nTtQsECQiqbWtpx263,462,Fj8wfmAtDtuklc3cQu,462,stCmivibQBV869D4Wm,2/4/2022,DWDa1WwDXCk7nowulW,462,gRBVv1OwZYA48rFX3x,11/26/2021,H9LURR1uEBazrYkNiD,462,fwHaKc5a8suunOLCyF,5/27/2022,se8O7KkriLzmQf2CGy,462,XJhLWfXvVQHislMMJS,462,"",462,"","",462,NOrWDV31yAi2GjV3kq,hcAMu0qEYSO5vmQDNU,0VZ2j058EThbXiWahB,OqOCZUysycIthMtOOV,zAC0S4hHWwEhRfbJMq,12/20/2021,462,462,462,462,462,462,462,462,462,"","",""
463,463,IB88RUgXzW3LHzOPz2,463,yqX5IbRxxXO9pxnNwS,qkfqavnaTnwFnHwRDU,8/13/2021,463,12/11/2021,11/28/2021,3/17/2022,7/27/2021,463,463,463,463,463,463,463,463,"",463,EEmGHBz1WSLI8FCUMA,463,UM9vK7Nowf7EHQpUWV,463,57PurNIl097WdGdQIN,4/19/2022,C3OwR4mkgltesJV4Nd,463,TK3BSz8G9wBhV95aFc,2/7/2022,0EvsgNdNwx9A46i4AE,463,nLMSbCFbLNywEU66mB,12/24/2021,7OwJ3BOZtlRyO2dhQ9,463,hSbwdzG3HYVnU4AUx2,463,"",463,"","",463,KfVvPUfobEB2RgqwAP,GtSgNVe4T6PFALGZS2,K0RMEru3Z5y5xQlLbU,FgktqjO2GjgFbYOIHc,jYQai3A1GTMg54vlly,9/4/2021,463,463,463,463,463,463,463,463,463,"","",""
464,464,kCcKfOot47X4auKgWh,464,PYdZKkLkJG5LCgbMcK,eNMfmbDyMY8V9sC5X2,10/31/2021,464,5/20/2022,11/11/2021,2/25/2022,5/8/2022,464,464,464,464,464,464,464,464,"",464,UkQhiC0APjwnpYjuAq,464,DZZ3rU5sXdKJ4rcDgr,464,Esz5GgZrynxml33UmP,6/2/2022,FrzZZsIKBR9tHufSzJ,464,fitOgNSK0Ys5blg6ge,10/17/2021,BdDxgAKRJE3yNzyZOO,464,oed0dFxBKXKZg7W5ce,2/27/2022,OSC4izkVGC04LrI7g4,464,0lucic8phUcaplLYqf,464,"",464,"","",464,xfhFQ3OlBamt7GusMt,o7t9i0JyLUakNdjryv,yD7NrJPw9EJjiRabXM,oY5hwAUY0vE6PcpggX,hD6Bo3AJ2wAsDUCUdP,1/3/2022,464,464,464,464,464,464,464,464,464,"","",""
465,465,Zhba7tzw60Vv7rmmry,465,OgKjFqEV8jfiwSSN8X,yPPh524x5wJFxVSc2h,3/20/2022,465,11/12/2021,10/18/2021,7/3/2022,7/4/2022,465,465,465,465,465,465,465,465,"",465,2QnFVrTOlwpLnNWkBp,465,mFuVpITqvGd8DaFnGi,465,l3M97nJFZ5y6JgAe6e,12/13/2021,GkIV1ZuAowocQjnIzk,465,rvAte349ddENiglv8m,7/8/2022,XlmHflufuDEaZEIgWM,465,VB4Mv1hRXqj56wY8CB,6/25/2022,RWFwtfRZlX6DvnxMNJ,465,4aJpxGGs7tiVeNQi4F,465,"",465,"","",465,NaSFuU6UyJQVlvIghB,et6j12s2VHpfqm1qAf,xExE5gyUkVOfaoPHcg,nfI5uGGwtSiHNiF6E8,OFDTczaLndrIZvTxoz,9/23/2021,465,465,465,465,465,465,465,465,465,"","",""
466,466,HquJWH5TGSVMk6OEvu,466,c6xUtI4Apn1dbHLa0N,LuU2xBC4nKo7rFXcxU,7/26/2021,466,3/1/2022,12/22/2021,10/7/2021,3/12/2022,466,466,466,466,466,466,466,466,"",466,ZAazZL40sUyZjsQGk1,466,WL9EP5ZovaBAH5emAt,466,fAaCQP0aVj8muSpeRN,12/31/2021,pmeABbH1fDWuybO8Fn,466,Xa6YTrGwtIOQaDgDDb,10/5/2021,4KR5W7WjLgcqNeL9lE,466,ZuUCd7tQEqx3DSsTMh,4/14/2022,PqKVUD7916MYyrd8tu,466,4htMJCWSkrn7P17SaQ,466,"",466,"","",466,5bRVdBEkEF3aqFhG0i,XuWD1jQiP271pGWIqI,mHgdS0zdeCsoNX3nrB,UaXvpl4Ow6rQ2qvHSj,ezL0mYJv55HAbnTYId,2/4/2022,466,466,466,466,466,466,466,466,466,"","",""
467,467,mHxS8jIG55msZ4ozMQ,467,vM0Hmob0SrMlPrLQCJ,cniRHQzk7pkiDcJKY9,4/20/2022,467,6/21/2022,2/18/2022,6/22/2022,8/19/2021,467,467,467,467,467,467,467,467,"",467,Kr3F73lH8ejbkbLsIJ,467,yFMwfnmG12ahiGlleV,467,NairrobopFy4A8fDEB,8/19/2021,or0d5cIoWqbhh7aSsw,467,Djm7dtakXrbqQNCXoP,6/9/2022,fNjegMXUToRYuAKuoO,467,bi5Hl3mbRYVMJa6wiJ,8/11/2021,23KU0ncdBSGYKy6G5E,467,uaXNSAE8z1HgH4PV8K,467,"",467,"","",467,NbzPXcSI8o2t5mz075,tT4ROXOyawl0KkE5Kx,IJef618CG7mzsxE1ZJ,q6oblcHk1OIEtra5E6,ldgrBreB72ufVCkRNh,5/12/2022,467,467,467,467,467,467,467,467,467,"","",""
468,468,FScxseAyMt3wrhUdzq,468,yBuiZmgFoQrZFZwmR7,3448IEJGOHlLlrCEkY,6/23/2022,468,8/4/2021,5/21/2022,5/27/2022,2/25/2022,468,468,468,468,468,468,468,468,"",468,EqYKGRZ2OZun8McS37,468,87A9ex0OMg0ra08CRj,468,nqwq7Ct6NCkk5dZuWL,12/25/2021,mhH5D6G8WU6U8hTnar,468,EWxa59iuHHRsuOcWX2,12/25/2021,mB7VQqrgx1jBgxdSxf,468,r25AfGbEapydhTfOie,2/8/2022,fh6tSjXku4wNlPBg2l,468,l6CKl1rZdxsWj448lu,468,"",468,"","",468,l7FAPzTGYSJNPnUs3k,hFckqdCfFpjBfzlDXU,I8KObmNFZ9poQURKoD,ZPmyD7F9O96DUGl4p2,gZjOKNrt0X9VJfKdFo,1/21/2022,468,468,468,468,468,468,468,468,468,"","",""
469,469,f7yzegGduC6Qdc7dmy,469,5HK9tFH52f6SnZnVIN,spEraEqXZeJdfYFmz9,7/3/2022,469,6/25/2022,5/4/2022,2/7/2022,12/29/2021,469,469,469,469,469,469,469,469,"",469,qOzCL6n9DPOADYutvi,469,IvS8hpcGZe4gGH1avj,469,07R8jB9leHAk0nB58e,4/13/2022,tuGcB2jpvuCxfdNKdi,469,G8oGHP78T10zPj6WkG,4/4/2022,jb2lq0ID2bbgElFl6p,469,PPPnrM0M3W2KW7lKaY,7/4/2022,iGXoyopL2xhKpf9nOz,469,5G3ZeRXoE6wM0QvVzx,469,"",469,"","",469,eEJF0FR536X3IUb8cc,azB3VNpoP9Bd9xRpfc,ZUDaeZzyR7x1RjWZS9,pcmUiWIbCgTb7niaB7,6LR7UR4T77A0WgCTqv,1/19/2022,469,469,469,469,469,469,469,469,469,"","",""
470,470,FcgPw7bczps2EuYIrI,470,VQzBAOip5916hSHdqR,9qrakDEWvw9XOyrgCC,10/6/2021,470,1/8/2022,8/7/2021,12/8/2021,8/12/2021,470,470,470,470,470,470,470,470,"",470,c1ETL855EI7FcL9G8R,470,5XRWAJBGdhIhcjnmew,470,qEO719lXLSK6ImtGil,10/15/2021,XXFr6eT3rludcevmvG,470,81fU5w8Ue8pUluLYPL,12/14/2021,NceZxzAzX11yONEVRw,470,322veKRorXo39O0An6,6/1/2022,629ED7DNNCpdbhQvOK,470,qjokhaxKYSDKFoAjJg,470,"",470,"","",470,mBX6Wgn08mzwlIlNPv,gwF5ZUfQnps5pVygtr,GygQJ2GQhFAWY5jsAV,2T7YGNRwLWryB62Euq,2WFTk63xRm481jYC1Z,3/28/2022,470,470,470,470,470,470,470,470,470,"","",""
471,471,E07UZjWYDS11w39Jdb,471,Dlck2RE0GMs6ahcMw2,MEGw8WosjJCkvGR1Jo,4/1/2022,471,8/1/2021,9/12/2021,7/19/2021,10/26/2021,471,471,471,471,471,471,471,471,"",471,bnKArTK3nQZYXSyugM,471,CpTljyUHn8c3fpoaSv,471,ivQrGjQIvVbndWNVDQ,10/10/2021,49TOq7Nart4lnVILPr,471,NytYFMQfZIllkdv1DO,3/13/2022,TAkwA4uWAClQNONMyi,471,pEAyOleQmMeqELa0YV,8/31/2021,bXWNnZTe8jOUedKjDe,471,B73TRNPOI5E8Ac1S4A,471,"",471,"","",471,h4gcBnCRGkXzrpa1R8,Hwa1YZsVoEg1yc438w,pQvi0OK6SqzPnJZNmC,jp9lgI3tjJMvmlIwIe,CURKfPSqjwzLh0AFYQ,8/2/2021,471,471,471,471,471,471,471,471,471,"","",""
472,472,FfsnEPPyOr9SFusc2m,472,uarqYkZ4hbE66OUuXw,3vzHvjnlDHYpkmTfTl,9/8/2021,472,7/6/2022,7/7/2022,7/20/2021,6/13/2022,472,472,472,472,472,472,472,472,"",472,bge3JmEF0XBYo68m0H,472,IVHhzTdL5agj4QevRW,472,6qWQ0ogSOQJBSaRll3,10/20/2021,eZcQ6JJ692b7NMoQiF,472,4TTHk3egHmGj6Rx0g2,10/17/2021,vv4RnP8fj8AneHCKbQ,472,Oq64J8CNammhadLMIo,1/29/2022,cqScICfHYIYgMfIniC,472,uQzZHLiaI30RAZVksB,472,"",472,"","",472,9UEn9FmLt7pIH9Morg,YxqeG8qpqbzW9h8c9e,z3wI9yanzTPURkUyJv,zijFlGG7iAvjs2dvnr,CI0PZn2IUTmGfntG3i,4/28/2022,472,472,472,472,472,472,472,472,472,"","",""
473,473,IpYD7VxlnoYDssX6J4,473,5fqAUqQpnr15Gc8Wdm,jveDMpnkdRFLM9xesV,10/27/2021,473,7/9/2022,2/6/2022,4/14/2022,4/22/2022,473,473,473,473,473,473,473,473,"",473,RNsiV5gbSfL2ZZrrqo,473,0NYBh9nOF6qXGfPv4C,473,eNfRm1IEyYQks48xiT,6/9/2022,fTfWy05iX5BGOYBiG7,473,Mm21b5MpdLksvWpPsD,5/23/2022,UVh2VoCIvAnDFRmjeM,473,YV7a1RPByF5TTOAEbI,8/6/2021,GW0XMPyaSFOwi1pYGa,473,MUDeI3i4SooRwiBS0A,473,"",473,"","",473,qVtgRY6nXvSsbk1RSm,9oj8dpjPdZIlQ5GGFk,tZJpiFPCMZm4FhON0R,v8ACZQqt0RL8QIA5rk,NO5J7ZHSxKD1nq1Tv2,3/6/2022,473,473,473,473,473,473,473,473,473,"","",""
474,474,pXHOiFcGI294pxQS4T,474,xmyIllRbzr8zrUTjdq,UCstL4YBMyk0P4mWkK,12/30/2021,474,8/9/2021,1/21/2022,5/21/2022,2/11/2022,474,474,474,474,474,474,474,474,"",474,e3ZIKvy6QnOBmCSdk1,474,rg8TEetB7xqD3EV0Iw,474,BSVYjrKHjB6gc9IB6S,1/7/2022,pE5LMCd728RnFMBq2o,474,2KDlGYzr3efw9b1LgM,2/20/2022,IVDRUjUtgNUHJlMI4d,474,PjrnmInIaO4984KVyy,12/1/2021,2d7dB6t0RX9oZ4dCyn,474,nPDjcDLzlwjljSA1nh,474,"",474,"","",474,clHXYOamrih7UkRWZW,hH4XJwi4AsnzLtPfTt,F2G1lWkK9C7NpHsu4W,YWhipQscdjxrItKvPw,x2YFs33jF9gJyFYcjK,6/13/2022,474,474,474,474,474,474,474,474,474,"","",""
475,475,BQi34VXq0mGSGCG6EW,475,8uMGjhnjJY9tWotVmB,N0l21GBBZ3JGfLi1UT,2/27/2022,475,9/23/2021,4/14/2022,4/20/2022,4/29/2022,475,475,475,475,475,475,475,475,"",475,SgpuEhREfsBL6TUVLX,475,aj4K80mMDPhRJLye86,475,wu6qxqEzDM8RQkkM1u,2/7/2022,YWHpnPvSATvQ4ZA2Jy,475,vYQ6sYeLumZPM6Uisf,12/2/2021,ymbJyXEQbbUcaE3UHJ,475,EVwG0I8kNmhnliIoRZ,6/25/2022,XygsPunP2ZvxdwaCz5,475,gVGA6OWcCpbqgGpeBv,475,"",475,"","",475,RtGPeiX3z5Emum2iI2,gnX4t68ajpTKBF5Coh,YIfnd8VZ15nVdu5k1d,YzTuvaAg3sVl6QD3CE,IHAVNGXqgzvWL649ID,4/9/2022,475,475,475,475,475,475,475,475,475,"","",""
476,476,iJUvdlAdUtLNmWB5YE,476,jUcQK8COZkTHuB8S5f,rZVNODtroChw3OmT1v,5/1/2022,476,5/31/2022,10/28/2021,12/11/2021,4/16/2022,476,476,476,476,476,476,476,476,"",476,MG7cK2qImmOC4pLikP,476,n35yoEYxihBOWxEMFe,476,4aTYtoHqITrpkjP1dm,4/1/2022,7kEDjD7cAlM6pdkdzh,476,uP2GJ1FLU6oMVOoffh,3/21/2022,AtLWag1pC9C4rjg0wj,476,2spymHztj79DuUpW9W,11/6/2021,oc2X8YP75ix3kG9lQh,476,lpGVzrgaQq07xD3y5v,476,"",476,"","",476,6QUAHEPF3b8r163cft,PGHeRry1Nt8x8TAsC9,ghiwMC0oFzUOXEL5xW,RYIQwm1SvRrb1gd54o,6T9Y5OqmLmoBmfrzEa,9/1/2021,476,476,476,476,476,476,476,476,476,"","",""
477,477,VQA7VeJH3v3md6iZFZ,477,49vvgZrl8xTOUZLufS,CE8jowSfuATiNx7hVC,1/18/2022,477,12/27/2021,12/15/2021,11/9/2021,8/9/2021,477,477,477,477,477,477,477,477,"",477,cmE9hfXb5IRLB12EBs,477,Grx5qOhANZVUspodbO,477,YCRm93AqAluqZ8UF2j,3/8/2022,NSeyU9MxRimfVbNX3O,477,cMx9Q5zS81KQBdZrGW,6/6/2022,SLTxqTFK2OKuxoefeV,477,D4SDHFCIhQZ44pSclJ,4/4/2022,tmpz8OngBMWCgnh0nZ,477,T9RCcgNHtCJGvbr1Z0,477,"",477,"","",477,fYrvlChVrOGySy40Gy,owktaKVwi8Und5wvwy,rAtZG9U6xvoXxWouYb,g74jo9axO4jKKxaoy3,a54E4kr1YkbuvLf94j,2/9/2022,477,477,477,477,477,477,477,477,477,"","",""
478,478,FtcTrwbDdSsLsVBrPd,478,wxZBJluZBPegNUMW2S,0ZfbobWgm5y7rhW4RL,11/20/2021,478,1/25/2022,8/19/2021,6/7/2022,7/31/2021,478,478,478,478,478,478,478,478,"",478,Q8qEmcGmnB25w9lojE,478,0qOtdNgXPFzTXGmbXJ,478,QuTKTRAmC9qlxwPOTA,10/28/2021,F7nSmjVKJ4BIfnInB2,478,562rIggflr2m6mjGWG,2/5/2022,kd0CW7ITSkkeGLwyTg,478,9E8SCKntffkwWzkfRo,2/1/2022,8g7OPQSLcWL1hYlM97,478,EXriBymLS11Z4t9xgo,478,"",478,"","",478,Wvq79X4O7jX3vdSZQa,I3aOGNLc8rNNgOkjqD,iZqQ3JObYUNMUPgd87,ys4ZiC4plDqwXgqoZC,qyo12XlnkG4Mtz7VzW,8/1/2021,478,478,478,478,478,478,478,478,478,"","",""
479,479,5SgHDwoHIdZtWQKuCz,479,i0kErp37E4mimFYa1Q,r537JAvIP4htltpI24,4/22/2022,479,7/28/2021,3/6/2022,8/20/2021,7/17/2021,479,479,479,479,479,479,479,479,"",479,C51DAaz8NMANZBua81,479,rx4TOg3ODXSJjhCRjz,479,WFyIGc6VUQLdol6tpX,7/9/2022,brNtGwBzkI3J5oCled,479,06H1k8P4SR0xdiqomt,9/8/2021,yhuaCS7lOY715yb87e,479,JPrhn4e8op3fjHMKIw,12/13/2021,Eh5Kt8Eh6RZ2DmfWum,479,YyBcjh4QX0WeYAr2SH,479,"",479,"","",479,yRTqyB0FVLzsEE6Mt1,LdFoXftA0di1ewDRhR,pXQIDvl2i1twM09EqX,Q1d8p45c2XsF0Esd3X,hNi8eF2GSIQM5iLb1B,7/27/2021,479,479,479,479,479,479,479,479,479,"","",""
480,480,d60h47ltpOczL5h6B3,480,kVHsY1lpRXwzANSs9K,QhveHw6gRCjEaIHpft,12/24/2021,480,9/21/2021,12/29/2021,12/21/2021,8/6/2021,480,480,480,480,480,480,480,480,"",480,FeP8zII0l8w3e9e1i1,480,kquPazU9ZR7TgjvTkq,480,U1frtzv0S2Wa7OwVJR,9/21/2021,uRgiStveG08uEOUvsm,480,zgHqwI5Dbpw7re3Sx2,7/6/2022,Ao2DNmcjhVFFi1RQZV,480,XfVK3Rl7pwKev7cp5o,8/20/2021,UrIWbK0nPrLKf0Nq6P,480,NsI1EXRX7xxtIOUMYT,480,"",480,"","",480,mBlVS4BH87h3mRu72c,hbKCCmo5S2BAhbLA9I,8e2p9vBY6LkwCTuRJD,av1sBP9mc9m1spOgS8,YnTEaQY5UZ2OaMwQuo,11/23/2021,480,480,480,480,480,480,480,480,480,"","",""
481,481,DVRgJiQzgFLJ2rWJDC,481,EItzFpTx2T9ikdja8j,rQP0IasKa3slR3RUid,7/21/2021,481,7/21/2021,10/9/2021,12/18/2021,6/22/2022,481,481,481,481,481,481,481,481,"",481,xE82P3X7iNydoxTnrY,481,14gPB9H7xH5SaX9i9u,481,fttIc7J41ae4Gn1eGQ,4/11/2022,6IW9qOii6UEfAMnplx,481,qyFGebrkTKmFSu6lbx,9/25/2021,sVBSStBC3ayCduo2JM,481,5Yrh6YtWZRCrjNGfPo,3/30/2022,y6PCHrs3iCQBDZ5naF,481,n5tIbxOPP0SUct3zGV,481,"",481,"","",481,iU6SH3zzKC3Ch8pqCW,1bApvKt36VN9sQvRop,UGLcH2xWNc9v7HlleA,SvR1bkTHrIGWABLA60,XPIclz68GYWYian5px,6/16/2022,481,481,481,481,481,481,481,481,481,"","",""
